seed,teacher_val_acc,lower_ir_nmse,no_level2_nmse,joint_level2_nmse,flat_lower_ir_nmse,direct_original_nmse,D_joint_minus_no_adapt,R_joint_over_flat,R_joint_over_direct,joint_val_acc,flat_val_acc,direct_val_acc
1390,0.9703703703703703,0.4530180682156423,0.7005280185926721,0.6553654829907734,0.6385105004788152,0.5507918008091304,-0.04516253560189876,1.0263973458530733,1.1898606370465592,0.1,0.1,0.11851851851851852
1391,0.9592592592592593,0.4763077786162914,0.7405257784291344,0.7208898812152958,0.7296599669959207,0.6233536784036068,-0.019635897213838516,0.987980585235158,1.156470084625917,0.2851851851851852,0.3037037037037037,0.43333333333333335
1392,0.9555555555555556,0.4182463008287704,0.6719769555638052,0.6384169390526769,0.6101717365127023,0.5588457058812084,-0.03356001651112828,1.046290578290964,1.1423849773453976,0.34074074074074073,0.34444444444444444,0.44814814814814813
