seed,teacher_val_acc,eligible,direct_nmse,direct_val_acc,frozen_final_nmse,sketch16_final_nmse,anchored8_final_nmse,anchored16_final_nmse,full32_final_nmse,anchored8_minus_frozen,anchored16_minus_frozen,anchored8_over_full32,anchored16_over_full32,ordering
1490,0.9555555555555556,true,0.6765064010974162,0.1,0.7227662943494577,0.7665653457575856,0.7128705634060951,0.7028356060127555,0.6871203897418079,-0.009895730943362602,-0.019930688336702196,1.0374754905380745,1.0228711249230324,"full_32>anchored_16>anchored_8>frozen>sketch_only_16"
1491,0.9444444444444444,false,,,,,,,,,,,,
1492,0.9555555555555556,true,0.6930841240462237,0.1,0.7287398943588025,0.7980474362532216,0.723556942131096,0.715230231227541,0.7002583917646108,-0.005182952227706483,-0.013509663131261451,1.0332713618865377,1.0213804499010746,"full_32>anchored_16>anchored_8>frozen>sketch_only_16"
