seed,basis,k,teacher_val_acc,frozen_nmse,full64_nmse,final_nmse,difference_vs_frozen,ratio_over_full64,final_val_acc,full64_val_acc
1471,random_20261001,24,0.9740740656852722,0.0689225746747657,0.046896006113666004,0.0581303880820341,-0.010792186592731603,1.2395593940244818,0.9629629850387573,0.9629629850387573
1471,random_20261001,32,0.9740740656852722,0.0689225746747657,0.046896006113666004,0.055451188734421654,-0.013471385940344047,1.1824255863213693,0.9629629850387573,0.9629629850387573
1471,random_20261002,8,0.9740740656852722,0.0689225746747657,0.046896006113666004,0.0649779857150986,-0.003944588959667096,1.3855759210991238,0.9629629850387573,0.9629629850387573
1471,random_20261002,16,0.9740740656852722,0.0689225746747657,0.046896006113666004,0.06177157304825082,-0.007151001626514883,1.3172029655830173,0.9629629850387573,0.9629629850387573
1471,random_20261002,24,0.9740740656852722,0.0689225746747657,0.046896006113666004,0.057924269286816335,-0.010998305387949367,1.2351638125079393,0.9629629850387573,0.9629629850387573
1471,random_20261002,32,0.9740740656852722,0.0689225746747657,0.046896006113666004,0.055594109222341465,-0.013328465452424237,1.1854735524281406,0.9629629850387573,0.9629629850387573
1472,identity,8,0.970370352268219,0.07485564374305716,0.04810420077863556,0.06938187481004807,-0.00547376893300909,1.4423108061150933,0.9555555582046509,0.9740740656852722
1472,identity,16,0.970370352268219,0.07485564374305716,0.04810420077863556,0.06580322121955294,-0.009052422523504217,1.3679121742326577,0.9555555582046509,0.9740740656852722
1472,identity,24,0.970370352268219,0.07485564374305716,0.04810420077863556,0.061071922733939035,-0.013783721009118122,1.2695445171558425,0.9592592716217041,0.9740740656852722
1472,identity,32,0.970370352268219,0.07485564374305716,0.04810420077863556,0.058419396617078116,-0.01643624712597904,1.2144291354952418,0.9666666388511658,0.9740740656852722
1472,random_20261001,8,0.970370352268219,0.07485564374305716,0.04810420077863556,0.07100860259771617,-0.0038470411453409847,1.4761414065370588,0.9629629850387573,0.9740740656852722
1472,random_20261001,16,0.970370352268219,0.07485564374305716,0.04810420077863556,0.06783373659809382,-0.007021907144963341,1.4101416404411131,0.9629629850387573,0.9740740656852722
1472,random_20261001,24,0.970370352268219,0.07485564374305716,0.04810420077863556,0.06301425163635754,-0.011841392106699614,1.3099531977744439,0.9592592716217041,0.9740740656852722
1472,random_20261001,32,0.970370352268219,0.07485564374305716,0.04810420077863556,0.0588116798903559,-0.016043963852701258,1.2225892736685033,0.9666666388511658,0.9740740656852722
1472,random_20261002,8,0.970370352268219,0.07485564374305716,0.04810420077863556,0.07021975352184515,-0.004635890221212011,1.4597428765195536,0.9629629850387573,0.9740740656852722
1472,random_20261002,16,0.970370352268219,0.07485564374305716,0.04810420077863556,0.06671522474229195,-0.008140419000765214,1.3868948798339395,0.9629629850387573,0.9740740656852722
1472,random_20261002,24,0.970370352268219,0.07485564374305716,0.04810420077863556,0.06253291338067668,-0.01232273036238048,1.2999488335865068,0.9629629850387573,0.9740740656852722
1472,random_20261002,32,0.970370352268219,0.07485564374305716,0.04810420077863556,0.058419396617078116,-0.01643624712597904,1.2144291354952418,0.9666666388511658,0.9740740656852722
