seed,eligible,teacher_val_acc,exact_parameter_match,frozen_nmse,frozen_val_acc,sketch_only_8_nmse,sketch_only_8_val_acc,anchor_self_nmse,anchor_self_val_acc,anchor_input_nmse,anchor_input_val_acc,anchor_mean_nmse,anchor_mean_val_acc,anchor_shuffled_nmse,anchor_shuffled_val_acc,anchor_zero_nmse,anchor_zero_val_acc,full_32_nmse,full_32_val_acc,D_frozen,D_sketch,D_generic_best,R_full,val_acc_diff_full
1570,True,0.9555555555555556,True,0.2737305327997548,0.7555555555555555,0.571556519105599,0.7296296296296296,0.2681036992770229,0.7851851851851852,0.735290248936954,0.7333333333333333,0.680722068059549,0.5518518518518518,0.7099211487144033,0.4666666666666667,0.9151422866262153,0.5074074074074074,0.25075964205876644,0.8,-0.005626833522731911,-0.30345281982857614,-0.41261836878252617,1.0691660630708342,-0.014814814814814836
1571,True,0.9518518518518518,True,0.1756218770898264,0.7962962962962963,0.36684297254930454,0.737037037037037,0.1672347314231247,0.825925925925926,0.6739842299384641,0.7407407407407407,0.6402124275820631,0.6370370370370371,0.6699305925016289,0.5518518518518518,0.9302891391994996,0.6074074074074074,0.1509101494566524,0.8296296296296296,-0.008387145666701706,-0.19960824112617984,-0.47297769615893837,1.1081741819569357,-0.0037037037037036535
1572,True,0.9666666666666667,True,0.30180588439841743,0.7333333333333333,0.5252736282787882,0.7407407407407407,0.293302516516129,0.7518518518518519,0.7210441874551464,0.7037037037037037,0.6877999951750592,0.48518518518518516,0.7066329035516741,0.4074074074074074,0.9375277868756674,0.5555555555555556,0.26692087557902305,0.7814814814814814,-0.008503367882288448,-0.23197111176265922,-0.3944974786589302,1.0988369339036412,-0.02962962962962956
