seed,bits,h,budget_params,sep_nmse,comp_nmse,sep_val_acc,comp_val_acc,sep_pass,comp_pass,sep_code_bits,comp_code_bits,sep_scales,comp_scales,selected_sep,selected_comp,sep_test_acc,comp_test_acc
31005,6,4,1024,0.4808506536093381,0.1319334367897311,0.7962962985038757,0.9444444179534912,False,False,6208,6176,4,2,False,False,,
31005,6,6,1536,0.2670259289615421,0.06575122012759813,0.8666666746139526,0.9555555582046509,False,False,9280,9248,4,2,False,False,,
31005,6,8,2048,0.1263566487151778,0.051438480468831475,0.9370370507240295,0.9555555582046509,False,False,12352,12320,4,2,False,False,,
31005,6,12,3072,0.060706135411964526,0.03877380536802814,0.9481481313705444,0.9629629850387573,False,True,18496,18464,4,2,False,True,,0.9711111187934875
31005,6,16,4096,0.04476243537652647,0.03359045150807815,0.9666666388511658,0.9740740656852722,True,True,24640,24608,4,2,True,False,0.9822221994400024,
31005,6,24,6144,0.03022993241816369,0.027535969800897172,0.9666666388511658,0.970370352268219,True,True,36928,36896,4,2,False,False,,
31006,6,2,512,0.7315269175587034,0.4566063255782273,0.4592592716217041,0.6222222447395325,False,False,3136,3104,4,2,False,False,,
31006,6,4,1024,0.5038503383540882,0.1546733338097362,0.7148148417472839,0.9111111164093018,False,False,6208,6176,4,2,False,False,,
31006,6,6,1536,0.29041967331624513,0.07084951327789057,0.8666666746139526,0.9592592716217041,False,True,9280,9248,4,2,False,True,,0.9622222185134888
31006,6,8,2048,0.1547232191728177,0.05373167029539485,0.9222221970558167,0.9666666388511658,False,True,12352,12320,4,2,False,False,,
31006,6,12,3072,0.06984857157079674,0.040932915122466954,0.9592592716217041,0.9666666388511658,True,True,18496,18464,4,2,True,False,0.9622222185134888,
31006,6,16,4096,0.05185702315637235,0.03727531226628577,0.970370352268219,0.970370352268219,True,True,24640,24608,4,2,False,False,,
31006,6,24,6144,0.035904935603059636,0.029808240827725506,0.9666666388511658,0.9740740656852722,True,True,36928,36896,4,2,False,False,,
31007,6,2,512,0.8061745995281504,0.46532727841183613,0.3777777850627899,0.6851851940155029,False,False,3136,3104,4,2,False,False,,
31007,6,4,1024,0.521403051327444,0.1295768954883577,0.6666666865348816,0.9629629850387573,False,False,6208,6176,4,2,False,False,,
31007,6,6,1536,0.3259414619663836,0.0673068689307551,0.8888888955116272,0.9592592716217041,False,True,9280,9248,4,2,False,True,,0.9777777791023254
31007,6,8,2048,0.14178347925272541,0.048968100240647544,0.9555555582046509,0.9518518447875977,False,False,12352,12320,4,2,False,False,,
31007,6,12,3072,0.059714708462517876,0.03905331386739247,0.9629629850387573,0.9629629850387573,True,True,18496,18464,4,2,True,False,0.9733333587646484,
31007,6,16,4096,0.046760332738329774,0.03530968381041747,0.9740740656852722,0.9666666388511658,True,True,24640,24608,4,2,False,False,,
31007,6,24,6144,0.03696205954145734,0.028827456774831284,0.9740740656852722,0.9740740656852722,True,True,36928,36896,4,2,False,False,,
