seed,bits,h,budget_params,sep_nmse,comp_nmse,sep_val_acc,comp_val_acc,sep_pass,comp_pass,sep_code_bits,comp_code_bits,sep_scales,comp_scales,selected_sep,selected_comp,sep_test_acc,comp_test_acc
31003,8,16,4096,0.05278432950664127,0.03878189863245202,0.9518518447875977,0.9518518447875977,False,False,32832,32800,4,2,False,False,,
31003,8,24,6144,0.035180744712939915,0.033787743171917975,0.970370352268219,0.9629629850387573,True,False,49216,49184,4,2,True,False,0.9822221994400024,
31004,8,2,512,0.7375992703676875,0.4661705983713198,0.49259260296821594,0.7851851582527161,False,False,4160,4128,4,2,False,False,,
31004,8,4,1024,0.489105700404778,0.12812693348906257,0.7962962985038757,0.9592592716217041,False,False,8256,8224,4,2,False,False,,
31004,8,6,1536,0.29863160788840065,0.08027617655864756,0.8518518805503845,0.9666666388511658,False,False,12352,12320,4,2,False,False,,
31004,8,8,2048,0.13672328001098616,0.05630225553849282,0.9481481313705444,0.9740740656852722,False,True,16448,16416,4,2,False,True,,0.9733333587646484
31004,8,12,3072,0.06485362093870138,0.04536648003482485,0.9629629850387573,0.9740740656852722,True,True,24640,24608,4,2,True,False,0.9733333587646484,
31004,8,16,4096,0.050259297760619936,0.038919635684665256,0.9666666388511658,0.970370352268219,True,True,32832,32800,4,2,False,False,,
31004,8,24,6144,0.03424651952396472,0.03039757083363604,0.970370352268219,0.9814814925193787,True,True,49216,49184,4,2,False,False,,
31005,8,2,512,0.7299192186053174,0.4354676980785999,0.38148146867752075,0.6740740537643433,False,False,4160,4128,4,2,False,False,,
31005,8,4,1024,0.4813589974062171,0.1293316389180165,0.800000011920929,0.9481481313705444,False,False,8256,8224,4,2,False,False,,
31005,8,6,1536,0.2637338045708067,0.06483763017916411,0.8740741014480591,0.9555555582046509,False,False,12352,12320,4,2,False,False,,
31005,8,8,2048,0.12440790138040354,0.05002834864865709,0.9407407641410828,0.9555555582046509,False,False,16448,16416,4,2,False,False,,
31005,8,12,3072,0.05886984476528633,0.03820406112451655,0.9518518447875977,0.9592592716217041,False,True,24640,24608,4,2,False,True,,0.9711111187934875
31005,8,16,4096,0.04346850065777678,0.03268850129341255,0.9666666388511658,0.9777777791023254,True,True,32832,32800,4,2,True,False,0.9800000190734863,
31005,8,24,6144,0.029392706572039393,0.02656352841341484,0.9666666388511658,0.970370352268219,True,True,49216,49184,4,2,False,False,,
31006,8,2,512,0.7316639218591675,0.4551304106618752,0.45185184478759766,0.6222222447395325,False,False,4160,4128,4,2,False,False,,
31006,8,4,1024,0.5014465257232407,0.1530811695187557,0.7185184955596924,0.914814829826355,False,False,8256,8224,4,2,False,False,,
31006,8,6,1536,0.2896491535039528,0.06956026331624146,0.8740741014480591,0.9592592716217041,False,True,12352,12320,4,2,False,True,,0.9666666388511658
31006,8,8,2048,0.1517457725320447,0.05298359753461745,0.9185185432434082,0.9666666388511658,False,True,16448,16416,4,2,False,False,,
31006,8,12,3072,0.06889935375367934,0.0400453083844052,0.9629629850387573,0.9666666388511658,True,True,24640,24608,4,2,True,False,0.9644444584846497,
31006,8,16,4096,0.051102406601720884,0.03597893971525866,0.9740740656852722,0.970370352268219,True,True,32832,32800,4,2,False,False,,
31006,8,24,6144,0.03549071549363942,0.029561636491569468,0.9666666388511658,0.9740740656852722,True,True,49216,49184,4,2,False,False,,
31007,8,2,512,0.8076308431416319,0.463372474745522,0.385185182094574,0.6851851940155029,False,False,4160,4128,4,2,False,False,,
31007,8,4,1024,0.5167297351973444,0.12768798335956838,0.6777777671813965,0.9629629850387573,False,False,8256,8224,4,2,False,False,,
31007,8,6,1536,0.3251354508445941,0.06582843156749554,0.885185182094574,0.9592592716217041,False,True,12352,12320,4,2,False,True,,0.9755555391311646
31007,8,8,2048,0.13965204520393257,0.047755351628947396,0.9518518447875977,0.9518518447875977,False,False,16448,16416,4,2,False,False,,
31007,8,12,3072,0.05789135103525331,0.038550575444178815,0.9592592716217041,0.9629629850387573,True,True,24640,24608,4,2,True,False,0.9777777791023254,
31007,8,16,4096,0.04582839841857021,0.034686620082757635,0.9740740656852722,0.970370352268219,True,True,32832,32800,4,2,False,False,,
31007,8,24,6144,0.03631756395497179,0.028407684266380746,0.9740740656852722,0.970370352268219,True,True,49216,49184,4,2,False,False,,
