seed,bits,h,budget_params,sep_nmse,comp_nmse,sep_val_acc,comp_val_acc,sep_pass,comp_pass,sep_code_bits,comp_code_bits,sep_scales,comp_scales,selected_sep,selected_comp,sep_test_acc,comp_test_acc
31000,32,2,512,0.7511195868064283,0.45409825509107543,0.2888889014720917,0.7185184955596924,False,False,16384,16384,0,0,False,False,,
31000,32,4,1024,0.5237187617594243,0.1291915154237755,0.6777777671813965,0.9444444179534912,False,False,32768,32768,0,0,False,False,,
31000,32,6,1536,0.2965086627202827,0.07336642574315347,0.9111111164093018,0.970370352268219,False,True,49152,49152,0,0,False,True,,0.9599999785423279
31000,32,8,2048,0.12527119032792583,0.05576345226870427,0.9555555582046509,0.9740740656852722,False,True,65536,65536,0,0,False,False,,
31000,32,12,3072,0.0631144600025318,0.04128294937485258,0.970370352268219,0.9740740656852722,True,True,98304,98304,0,0,True,False,0.9599999785423279,
31000,32,16,4096,0.05300685650853675,0.03622932439795296,0.9814814925193787,0.9814814925193787,True,True,131072,131072,0,0,False,False,,
31000,32,24,6144,0.03473825255207218,0.030326017341539176,0.9777777791023254,0.970370352268219,True,True,196608,196608,0,0,False,False,,
31001,32,2,512,0.7115353874458826,0.43265313418992196,0.49259260296821594,0.7407407164573669,False,False,16384,16384,0,0,False,False,,
31001,32,4,1024,0.506453959672867,0.13058043665977012,0.7222222089767456,0.9555555582046509,False,False,32768,32768,0,0,False,False,,
31001,32,6,1536,0.3010268966369628,0.06376930658685362,0.8481481671333313,0.9777777791023254,False,True,49152,49152,0,0,False,True,,0.9844444394111633
31001,32,8,2048,0.13950637178785597,0.052925893502435144,0.9555555582046509,0.9777777791023254,False,True,65536,65536,0,0,False,False,,
31001,32,12,3072,0.056559489724967923,0.040129878133599084,0.9666666388511658,0.9740740656852722,True,True,98304,98304,0,0,True,False,0.9844444394111633,
31001,32,16,4096,0.043958993935163636,0.03650308277981575,0.9777777791023254,0.9777777791023254,True,True,131072,131072,0,0,False,False,,
31001,32,24,6144,0.03246017951010634,0.031372094485343366,0.9814814925193787,0.9777777791023254,True,True,196608,196608,0,0,False,False,,
31002,32,2,512,0.743394640600129,0.42679137249066995,0.45185184478759766,0.6814814805984497,False,False,16384,16384,0,0,False,False,,
31002,32,4,1024,0.4597766113818477,0.11906687394929052,0.770370364189148,0.9666666388511658,False,False,32768,32768,0,0,False,False,,
31002,32,6,1536,0.2804701885774759,0.0683902088374594,0.9259259104728699,0.9666666388511658,False,True,49152,49152,0,0,False,True,,0.9711111187934875
31002,32,8,2048,0.13364105389631148,0.050026590578235705,0.9592592716217041,0.9666666388511658,False,True,65536,65536,0,0,False,False,,
31002,32,12,3072,0.05860594349323714,0.037387981488230734,0.970370352268219,0.9777777791023254,True,True,98304,98304,0,0,True,False,0.9733333587646484,
31002,32,16,4096,0.04287258155780076,0.030175262348127636,0.970370352268219,0.9740740656852722,True,True,131072,131072,0,0,False,False,,
31002,32,24,6144,0.03114478074139785,0.024795235031813977,0.9814814925193787,0.9814814925193787,True,True,196608,196608,0,0,False,False,,
31003,32,2,512,0.7720173244330638,0.48038774384783545,0.3888888955116272,0.6037036776542664,False,False,16384,16384,0,0,False,False,,
31003,32,4,1024,0.5349490152280367,0.1654105011402982,0.6814814805984497,0.9481481313705444,False,False,32768,32768,0,0,False,False,,
31003,32,6,1536,0.3408134614308313,0.08172723263761071,0.8333333134651184,0.9555555582046509,False,False,49152,49152,0,0,False,False,,
31003,32,8,2048,0.17060114399226284,0.06178771869914017,0.9444444179534912,0.9518518447875977,False,False,65536,65536,0,0,False,False,,
31003,32,12,3072,0.0647124523721137,0.04642724270288331,0.9481481313705444,0.9592592716217041,False,False,98304,98304,0,0,False,False,,
31003,32,16,4096,0.05261585307729607,0.03879047778932998,0.9518518447875977,0.9518518447875977,False,False,131072,131072,0,0,False,False,,
31003,32,24,6144,0.03520596439887146,0.03362849164244154,0.9666666388511658,0.9629629850387573,True,False,196608,196608,0,0,True,False,0.9800000190734863,
31004,32,2,512,0.7377312267243153,0.46614435571711194,0.49259260296821594,0.7814815044403076,False,False,16384,16384,0,0,False,False,,
31004,32,4,1024,0.48863724360581895,0.12813908684941291,0.800000011920929,0.9592592716217041,False,False,32768,32768,0,0,False,False,,
31004,32,6,1536,0.2990732158317506,0.0802402200158572,0.8518518805503845,0.9666666388511658,False,False,49152,49152,0,0,False,False,,
31004,32,8,2048,0.136542700435515,0.05632745689513243,0.9518518447875977,0.9740740656852722,False,True,65536,65536,0,0,False,True,,0.9733333587646484
31004,32,12,3072,0.06448104173555531,0.04528791339999359,0.9629629850387573,0.9740740656852722,True,True,98304,98304,0,0,True,False,0.9733333587646484,
31004,32,16,4096,0.05022497405063609,0.03882598978997853,0.9666666388511658,0.970370352268219,True,True,131072,131072,0,0,False,False,,
31004,32,24,6144,0.03407448054404144,0.03036267758765831,0.970370352268219,0.9777777791023254,True,True,196608,196608,0,0,False,False,,
